Област;Община;Населено място;Училище;Код по Админ;БЕЛ-уч;бел;МАТ-уч;мат
ПЛОВДИВ;САДОВО;С.ЧЕШНЕГИРОВО;"Основно училище ""Свети Свети Кирил и Методий""";1602804;11;27,32;11;12,75
ПЛОВДИВ;СОПОТ;ГР.СОПОТ;"Средно училище ""Иван Вазов""";1601303;52;43,31;53;15,76
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;"Обединено училище ""Христо Ботев"" гр. Стамболийски";1602904;22;9,25;19;12,33
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;"Основно училище ""Христо Смирненски""";1602905;33;52,77;34;32,9
ПЛОВДИВ;СТАМБОЛИЙСКИ;ГР.СТАМБОЛИЙСКИ;Средно училище Отец Паисий;1602907;49;53,81;49;32,13
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ЙОАКИМ ГРУЕВО;"Основно училище ""Христо Ботев"" с. Йоаким Груево";1602901;14;22,21;14;10,14
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.КУРТОВО КОНАРЕ;"Основно училище ""Св. Св. Кирил и Методий""";1602902;16;26,97;16;13,31
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.НОВО СЕЛО;"Основно училище "" Христо Смирненски """;1602903;13;9,65;11;10,27
ПЛОВДИВ;СТАМБОЛИЙСКИ;С.ТРИВОДИЦИ;"Основно училище ""Васил Левски""";1602906;17;19,44;17;11,32
ПЛОВДИВ;СЪЕДИНЕНИЕ;ГР.СЪЕДИНЕНИЕ;"Средно училище ""Христо Ботев""";1603301;41;45,77;42;22,53
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;"Основно училище ""Васил Левски""";1603704;15;35,9;15;19,33
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;"Основно училище "" Климент Охридски""";1603705;30;52,92;30;24,5
ПЛОВДИВ;ХИСАРЯ;ГР.ХИСАРЯ;"Средно училище ""Христо Смирненски""";1603708;21;41,07;20;20,98
ПЛОВДИВ;ХИСАРЯ;С.КРАСНОВО;"Обединено училище "" Христо Ботев """;1603706;10;18,65;9;10,89
ПЛОВДИВ;ХИСАРЯ;С.ПАНИЧЕРИ;"Основно училище "" Христо Ботев """;1603703;2;16,5;2;9
РАЗГРАД;ЗАВЕТ;ГР.ЗАВЕТ;"Средно училище ""Свети Свети Кирил и Методий""";1701101;27;55,72;27;47,63
РАЗГРАД;ЗАВЕТ;С.БРЕСТОВЕНЕ;"Основно училище ""Христо Ботев""";1701104;16;41,09;16;31,59
РАЗГРАД;ЗАВЕТ;С.ВЕСЕЛЕЦ;"Основно училище ""Христо Ботев""";1701106;2;30;2;31,5
РАЗГРАД;ЗАВЕТ;С.ОСТРОВО;"ОУ ""Христо Ботев""";1701105;4;52,63;4;42,56
РАЗГРАД;ЗАВЕТ;С.СУШЕВО;"Основно училише ""Васил Левски""";1701108;4;32,88;4;28,81
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;"Основно училище ""Васил Априлов""";1701402;78;42,46;77;23,68
РАЗГРАД;ИСПЕРИХ;ГР.ИСПЕРИХ;"ОСНОВНО УЧИЛИЩЕ ""ХРИСТО БОТЕВ"",ГРАД ИСПЕРИХ";1701403;38;41,16;38;23,57
РАЗГРАД;ИСПЕРИХ;С.ВАЗОВО;"Основно училище ""Никола Йонков Вапцаров""";1701408;10;26,45;10;40,53
РАЗГРАД;ИСПЕРИХ;С.КИТАНЧЕВО;"Основно училище ""Христо Ботев""";1701411;12;38,29;12;39,98
РАЗГРАД;ИСПЕРИХ;С.ЛУДОГОРЦИ;"Основно училище ""Христо Ботев""";1701412;15;39,93;14;33,71
РАЗГРАД;ИСПЕРИХ;С.ПОДАЙВА;"Основно училище ""Отец Паисий""";1701413;17;33,59;17;41,25
РАЗГРАД;ИСПЕРИХ;С.ТОДОРОВО;"Основно училище "" Васил Левски """;1701416;9;37,44;9;38,5
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;"Средно училище ""Христо Ботев""";1701601;57;52,23;56;29,89
РАЗГРАД;КУБРАТ;ГР.КУБРАТ;"Основно училище ""Христо Смирненски""";1701604;18;22,78;18;10,61
РАЗГРАД;КУБРАТ;С.БЕЛОВЕЦ;"Основно училище ""Васил Левски""";1701606;7;35;7;10,46
РАЗГРАД;КУБРАТ;С.БИСЕРЦИ;"Основно училище ""Никола Йонков Вапцаров""";1701609;4;24,25;4;5,5
РАЗГРАД;КУБРАТ;С.СЕВАР;"Основно училище ""Никола Йонков Вапцаров""";1701607;8;36,56;8;18,81
РАЗГРАД;КУБРАТ;С.СЕСЛАВ;"Основно училище ""Свети Свети Кирил и Методий""";1701612;10;23,35;10;16,68
РАЗГРАД;КУБРАТ;С.ЮПЕР;"Основно училище ""Свети Климент""";1701608;6;28,5;6;12,83
РАЗГРАД;ЛОЗНИЦА;ГР.ЛОЗНИЦА;"Средно училище ""Христо Ботев""";1701701;29;53,71;29;28,78
РАЗГРАД;ЛОЗНИЦА;С.ВЕСЕЛИНА;"Основно училище ""Иван Вазов""";1701706;6;17,08;6;11,83
РАЗГРАД;ЛОЗНИЦА;С.ГОРОЦВЕТ;"Основно училище ""Христо Ботев""";1701709;17;21,53;17;12,31
РАЗГРАД;ЛОЗНИЦА;С.СЕЙДОЛ;Основно училище Виделина;1701703;10;41,2;10;13,43
РАЗГРАД;ЛОЗНИЦА;С.ТРАПИЩЕ;"Основно училище ""Кирил и Методий""";1701710;4;18,25;4;10,94
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Профилирана природоматематическа гимназия ""Академик Никола Обрешков""";1702609;18;76,86;18;65,72
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;Основно училище Никола Йонков Вапцаров;1702611;71;64,63;71;32,63
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Средно училище ""Христо Ботев""";1702612;35;45,83;34;21,9
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Основно училище ""Васил Левски""";1702613;116;61,71;116;35,26
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Основно училище ""Никола Икономов""";1702614;79;54,45;78;33,16
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Основно училище ""Иван Сергеевич Тургенев""";1702615;33;45,23;33;27,42
РАЗГРАД;РАЗГРАД;ГР.РАЗГРАД;"Основно училище""Отец Паисий""";1702616;17;33,03;17;12,24
РАЗГРАД;РАЗГРАД;С.ДЯНКОВО;"Основно училище ""Отец Паисий""";1702621;13;35,12;13;15,6
РАЗГРАД;РАЗГРАД;С.КИЧЕНИЦА;"Основно училище ""Кирил и Методий""";1702623;2;14;2;17
РАЗГРАД;РАЗГРАД;С.ОСЕНЕЦ;"Основно училище ""Д-р Петър Берон""";1702618;5;18;5;23
РАЗГРАД;РАЗГРАД;С.РАКОВСКИ;"Основно училище ""Георги Сава Раковски""";1702620;10;16,95;10;17,13
РАЗГРАД;РАЗГРАД;С.СТРАЖЕЦ;"Основно училище ""Елин Пелин""";1702625;4;11;4;12,75
РАЗГРАД;РАЗГРАД;С.ЯСЕНОВЕЦ;"Основно училище ""Свети Свети Кирил и Методий""";1702622;13;21,31;13;40,62
РАЗГРАД;САМУИЛ;С.ВЛАДИМИРОВЦИ;"Основно училище ""Христо Ботев""";1702903;12;36,21;12;38,63
РАЗГРАД;САМУИЛ;С.САМУИЛ;"Средно училище ""Свети Свети Кирил и Методий""";1702901;22;30,75;22;15,51
РАЗГРАД;САМУИЛ;С.ХЪРСОВО;"Основно училище ""Свети Паисий Хилендарски""";1702902;8;27,5;6;31
РАЗГРАД;ЦАР КАЛОЯН;ГР.ЦАР КАЛОЯН;"Средно училище ""Христо Ботев""";1703601;17;48,03;17;23,15
РАЗГРАД;ЦАР КАЛОЯН;С.ЕЗЕРЧЕ;"Основно училище ""Свети Паисий Хилендарски""";1703602;8;48,63;8;32,56
РУСЕ;БОРОВО;ГР.БОРОВО;"Обединено училище ""Свети Климент Охридски""";1801001;10;23,7;10;8,23
РУСЕ;БОРОВО;С.ОБРЕТЕНИК;"Основно училище ""Петко Рачев Славейков""";1801004;9;22,11;8;10
РУСЕ;БЯЛА;ГР.БЯЛА;"Средно училище ""Панайот Волов""";1802004;61;45,95;61;19,71
РУСЕ;БЯЛА;С.КОПРИВЕЦ;"Основно училище ""Неофит Рилски""";1802008;13;24,5;13;12,46
РУСЕ;БЯЛА;С.ПОЛСКО КОСОВО;"Основно училище ""Свети свети Кирил и Методий""";1802009;4;39,5;4;11,5
РУСЕ;ВЕТОВО;ГР.ВЕТОВО;"Средно училище ""Васил Левски"" с професионални паралелки";1803001;29;23,78;28;13,33
РУСЕ;ВЕТОВО;ГР.ГЛОДЖЕВО;"Средно училище ""Христо Ботев""";1803005;24;39,73;24;17,9
РУСЕ;ВЕТОВО;ГР.СЕНОВО;"Основно училище ""Свети свети Кирил и Методий""";1803002;8;22,63;8;13,13
РУСЕ;ВЕТОВО;С.СМИРНЕНСКИ;"Основно училище ""Петко Рачов Славейков""";1803008;13;35,5;13;26,9
РУСЕ;ДВЕ МОГИЛИ;ГР.ДВЕ МОГИЛИ;"Средно училище ""Св. св. Кирил и Методий""";1804007;43;42,62;43;21,36
РУСЕ;ДВЕ МОГИЛИ;С.БАНИСКА;"Основно училище ""Христо Ботев""";1804004;6;24,5;6;24,83
РУСЕ;ИВАНОВО;С.ИВАНОВО;"Основно училище "" Никола Йонков Вапцаров """;1805001;3;40,17;3;16,67
РУСЕ;ИВАНОВО;С.СВАЛЕНИК;"ОСНОВНО УЧИЛИЩЕ "" СВЕТИ КЛИМЕНТ ОХРИДСКИ """;1805006;3;41,83;3;30,67
РУСЕ;ИВАНОВО;С.ТРЪСТЕНИК;"Основно училище""Васил Левски""";1805004;7;42,64;7;25
РУСЕ;ИВАНОВО;С.ЩРЪКЛЕВО;"Основно училище ""Христо Ботев""";1805005;14;36,04;13;20,83
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Отец Паисий""";1806101;120;65,22;120;43,1
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Любен Каравелов""";1806102;80;75,11;80;59,64
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Ангел Кънчев""";1806103;28;37,09;28;18,25
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище "" Братя Миладинови""";1806104;15;52,8;15;27,72
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Иван Вазов""";1806106;80;64,36;80;48,86
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Алеко Константинов""";1806108;13;27;13;29,77
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Тома Кърджиев""";1806109;41;50,51;41;23,45
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Никола Обретенов""";1806110;37;52,93;37;27,78
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Васил Априлов""";1806111;39;47,47;39;24,58
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Христо Смирненски""";1806112;15;47,33;14;35,48
РУСЕ;РУСЕ;ГР.РУСЕ;"Математическа гимназия ""Баба Тонка""";1806202;52;80,96;52;88,87
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище за европейски езици ""Свети Константин-Кирил Философ""";1806203;118;69,5;118;53,19
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище с преподаване на немски език ""Фридрих Шилер""";1806204;113;66,14;113;42,69
РУСЕ;РУСЕ;ГР.РУСЕ;"Основно училище ""Олимпи Панов""";1806205;32;44,13;32;27,13
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище ""Йордан Йовков""";1806206;39;46,97;39;22,14
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище ""Христо Ботев""";1806207;96;63,26;96;46,53
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище ""Възраждане""";1806208;96;61,3;96;38,78
РУСЕ;РУСЕ;ГР.РУСЕ;"Средно училище ""Васил Левски""";1806209;151;58,16;151;28,04
РУСЕ;РУСЕ;ГР.РУСЕ;"Първо частно средно училище ""Леонардо да Винчи"" ООД";1806213;6;53,92;6;25,46
РУСЕ;РУСЕ;ГР.РУСЕ;"Спортно училище ""Майор Атанас Узунов""";1806401;29;31,24;29;14,71
РУСЕ;РУСЕ;ГР.РУСЕ;"НАЦИОНАЛНО УЧИЛИЩЕ ПО ИЗКУСТВАТА ""ПРОФ.ВЕСЕЛИН СТОЯНОВ""";2902105;44;53,77;44;30,09
РУСЕ;РУСЕ;С.МАРТЕН;"Основно училище ""Отец Паисий""";1806115;24;50,02;24;29,51
РУСЕ;РУСЕ;С.НИКОЛОВО;"Основно училище ""Свети свети Кирил и Методий""";1806114;3;38,83;3;22,33
РУСЕ;РУСЕ;С.НОВО СЕЛО;"Основно училище ""Георги Стойков Раковски""";1806117;16;35,69;16;17,28
РУСЕ;РУСЕ;С.СЕМЕРДЖИЕВО;"ОСНОВНО УЧИЛИЩЕ ""СВ. СВ. КИРИЛ И МЕТОДИЙ""";1806118;7;41,5;7;28,57
РУСЕ;РУСЕ;С.ТЕТОВО;"Основно училище ""Отец Паисий""";1806120;9;14,39;8;7,75
РУСЕ;СЛИВО ПОЛЕ;ГР.СЛИВО ПОЛЕ;"Средно училище ""Св.Паисий Хилендарски""";1807008;30;46,43;30;23
РУСЕ;СЛИВО ПОЛЕ;С.ГОЛЯМО ВРАНОВО;Основно училище Иван Вазов;1807006;31;28,35;31;15,34
РУСЕ;СЛИВО ПОЛЕ;С.РЯХОВО;"Основно училище ""Свети свети Кирил и Методий""";1807007;4;46,88;4;39,56
РУСЕ;ЦЕНОВО;С.ДОЛНА СТУДЕНА;"Основно училище ""Свети Климент Охридски""";1808004;3;67,67;3;28,58
РУСЕ;ЦЕНОВО;С.КАРАМАНОВО;"Основно училище ""Христо Ботев""";1808002;4;31,38;4;41,44
РУСЕ;ЦЕНОВО;С.НОВГРАД;"Основно училище ""Алеко Константинов""";1808003;1;72;1;41,5
РУСЕ;ЦЕНОВО;С.ЦЕНОВО;"Основно училище ""Христо Ботев""";1808001;10;54,3;10;59,28
СИЛИСТРА;АЛФАТАР;ГР.АЛФАТАР;"Основно училище ""Христо Ботев""";1900101;8;17,5;7;12
СИЛИСТРА;ГЛАВИНИЦА;ГР.ГЛАВИНИЦА;"Средно училище ""Васил Левски""";1900201;32;39,16;31;23,12
СИЛИСТРА;ГЛАВИНИЦА;С.ЗАФИРОВО;"Обединено училище ""Иван Вазов""";1900202;11;28,77;13;27,44
СИЛИСТРА;ГЛАВИНИЦА;С.СОКОЛ;"Основно училище ""Свети Свети Кирил и Методий""";1900206;3;16;3;9
СИЛИСТРА;ГЛАВИНИЦА;С.СТЕФАН КАРАДЖА;"Основно училище ""Отец Паисий""";1900207;9;24,67;9;11,33
СИЛИСТРА;ДУЛОВО;ГР.ДУЛОВО;"Средно училище ""Васил Левски""";1900301;69;37,64;69;23,31
СИЛИСТРА;ДУЛОВО;ГР.ДУЛОВО;"Основно училище ""Христо Смирненски""";1900314;70;36,16;68;26,24
СИЛИСТРА;ДУЛОВО;С.ОКОРШ;"Средно училище ""Йордан Йовков""";1900302;14;36,96;13;22,15
СИЛИСТРА;ДУЛОВО;С.ПАИСИЕВО;"Средно училище ""Христо Ботев""";1900303;23;35,91;23;29,5
СИЛИСТРА;ДУЛОВО;С.ПРАВДА;"Основно училище ""Св.Св.Кирил и Методий""";1900309;20;32,53;19;24,83
СИЛИСТРА;ДУЛОВО;С.СЕКУЛОВО;"Основно училище ""Св.св.Кирил и Методий""";1900304;14;34,82;12;34,17
СИЛИСТРА;ДУЛОВО;С.ЧЕРНИК;"Основно училище ""Свети свети Кирил и Методий""";1900311;16;46,75;16;42,66
СИЛИСТРА;ДУЛОВО;С.ЧЕРНОЛИК;"Основно училище ""Д-р Петър Берон""";1900312;8;16,06;7;35,46
СИЛИСТРА;ДУЛОВО;С.ЯРЕБИЦА;"Основно училище ""Васил Левски""";1900313;18;40,89;18;39,03
СИЛИСТРА;КАЙНАРДЖА;С.ГОЛЕШ;"Основно училище ""Васил Априлов""";1900401;28;11,48;30;9,27
СИЛИСТРА;КАЙНАРДЖА;С.КАЙНАРДЖА;"Основно училище ""Черноризец Храбър""";1900403;16;28,88;16;16,69
СИЛИСТРА;КАЙНАРДЖА;С.СРЕДИЩЕ;"Основно училище ""Цанко Церковски""";1900404;18;30,94;16;12,11
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Средно училище ""Никола Йонков Вапцаров""";1900502;62;49,26;62;20,78
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Природоматематическа гимназия ""Св.Климент Охридски""";1900503;29;71,1;29;59,86
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Основно училище ""Отец Паисий""";1900511;34;60,15;34;30,83
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Основно училище ""Св. Св. Кирил и Методий""";1900512;54;47,15;54;23,63
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Основно училище ""Иван Вазов""";1900514;79;63,72;79;33,21
СИЛИСТРА;СИЛИСТРА;ГР.СИЛИСТРА;"Спортно училище ""Дръстър""";1900528;14;49,86;14;19,64
СИЛИСТРА;СИЛИСТРА;С.БРАДВАРИ;"Основно училище ""Св. св. Кирил и Методий""";1900516;6;34,33;6;22,33
СИЛИСТРА;СИЛИСТРА;С.КАЛИПЕТРОВО;"Основно училище ""Св. Св. Кирил и Методий""";1900518;5;29,7;4;13,63
СИЛИСТРА;СИЛИСТРА;С.ПРОФЕСОР ИШИРКОВО;"Обединено училище ""Свети Климент Охридски""";1900517;13;24,46;14;18,45
СИЛИСТРА;СИТОВО;С.ДОБРОТИЦА;"Основно училище ""Отец Паисий""";1900601;14;33,68;14;23,98
СИЛИСТРА;СИТОВО;С.ИСКРА;"Основно училище ""Стефан Караджа""";1900602;14;26,71;14;28,93
СИЛИСТРА;СИТОВО;С.СИТОВО;"Основно училище ""Георги Сава Раковски""";1900604;4;27,75;4;20
СИЛИСТРА;ТУТРАКАН;ГР.ТУТРАКАН;"Средно училище ""Йордан Йовков""";1900701;30;55,48;31;28,12
СИЛИСТРА;ТУТРАКАН;ГР.ТУТРАКАН;"Средно училище ""Христо Ботев""";1900702;41;57,99;41;35,79
СИЛИСТРА;ТУТРАКАН;С.ВАРНЕНЦИ;"Социално-педагогически интернат ""Христо Ботев""";1900705;12;10,83;12;9,83
СИЛИСТРА;ТУТРАКАН;С.НОВА ЧЕРНА;"Основно училище ""Свети Свети Кирил и Методий""";1900714;7;23,21;7;31,75
СИЛИСТРА;ТУТРАКАН;С.ЦАР САМУИЛ;"Основно училище ""Стефан Караджа""";1900706;5;59,4;5;54,65
СЛИВЕН;КОТЕЛ;ГР.КОТЕЛ;"Средно училище ""Георги Стойков Раковски""";2000201;41;32,89;41;14,34
СЛИВЕН;КОТЕЛ;ГР.КОТЕЛ;"Национално училище за фолклорни изкуства ""Филип Кутев""";2902201;16;53,31;16;20,2
СЛИВЕН;КОТЕЛ;С.ГРАДЕЦ;"Основно училище ""Капитан Петър Пармаков""";2000206;26;12,4;23;10
СЛИВЕН;КОТЕЛ;С.КИПИЛОВО;"Основно училище ""Свети свети Кирил и Методий""";2000208;4;29,38;4;11,19
СЛИВЕН;КОТЕЛ;С.МОКРЕН;"Основно училище ""Христо Ботев""";2000209;8;31,69;8;15,13
СЛИВЕН;КОТЕЛ;С.ПЪДАРЕВО;"Основно училище ""Георги Стойков Раковски""";2000212;4;7,88;4;16,5
СЛИВЕН;КОТЕЛ;С.СТРЕЛЦИ;"Основно училище ""Димитър Камбуров""";2000204;1;48;1;21,25
СЛИВЕН;КОТЕЛ;С.ТИЧА;"ОУ ""Христо Ботев""";2000205;4;34,25;4;34,06
СЛИВЕН;КОТЕЛ;С.ФИЛАРЕТОВО;"Основно училище ""Д-р Петър Берон""";2000213;11;38,5;11;31,18
СЛИВЕН;КОТЕЛ;С.ЯБЛАНОВО;"Основно училище ""Никола Йонков Вапцаров""";2000214;40;37,24;40;35,2
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;"Основно училище ""Христо Смирненски""";2000303;19;18,37;20;25,05
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;"Средно училище ""Иван Вазов""";2000304;35;23,79;33;17,93
СЛИВЕН;НОВА ЗАГОРА;ГР.НОВА ЗАГОРА;"Средно училище ""Христо Ботев""";2000305;109;59,94;109;33,79
СЛИВЕН;НОВА ЗАГОРА;С.БАНЯ;"Основно училище ""Злати Терзиев""";2000310;6;13,83;6;45
СЛИВЕН;НОВА ЗАГОРА;С.КОНЬОВО;"Основно училище ""Свети свети Кирил и Методий""";2000314;5;6;4;10,75
СЛИВЕН;НОВА ЗАГОРА;С.КОРТЕН;"Основно училище ""Петко Рачев Славейков""";2000315;10;13;10;17,9
СЛИВЕН;НОВА ЗАГОРА;С.ЛЮБЕНОВА МАХАЛА;"Основно училище ""Иларион Макариополски""";2000316;4;26,25;4;29,75
СЛИВЕН;НОВА ЗАГОРА;С.СТОИЛ ВОЙВОДА;"Основно училище"" Свети Паисий Хилендарски""";2000321;14;18,5;13;17,31
СЛИВЕН;НОВА ЗАГОРА;С.СЪДИЕВО;"Основно училище ""Христо Ботев""";2000322;13;12,5;12;11,58
СЛИВЕН;СЛИВЕН;ГР.КЕРМЕН;"Основно училище ""Христо Смирненски""";2000140;13;24,54;13;12,31
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Средно училище ""Хаджи Мина Пашов""";2000105;23;17,78;20;9,35
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Христо Ботев""";2000106;86;54,81;86;29,12
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Д-р Иван Селимински""";2000107;91;69,83;91;43,83
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Димитър Петров""";2000108;72;58,92;72;36,07
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Средно училище "" Пейо Крачолов Яворов """;2000109;83;52,08;83;25,74
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Братя Миладинови""";2000110;124;10,71;123;10,47
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Панайот Хитов""";2000111;31;60,47;31;36,35
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Юрий Гагарин""";2000112;55;12,97;57;12,07
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Свети свети Кирил и Методий""";2000113;24;57,54;24;33,63
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Средно училище ""Йордан Йовков""";2000114;30;57,52;30;24,31
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Средно училище ""Константин Константинов""";2000115;113;59,89;113;30,31
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Основно училище ""Елисавета Багряна""";2000116;92;64,02;92;37,21
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Профилирана природо-математическа гимназия ""Добри П. Чинтулов""";2000126;53;79,66;53;74,01
СЛИВЕН;СЛИВЕН;ГР.СЛИВЕН;"Спортно училище ""Димитър Рохов""";2000128;45;43,81;45;19,38
СЛИВЕН;СЛИВЕН;С.БЛАТЕЦ;"Основно училище ""Свети Климент Охридски""";2000132;27;15,7;31;8,87
СЛИВЕН;СЛИВЕН;С.БЯЛА;"Основно училище ""Хаджи Димитър""";2000131;3;30,83;3;19,67
СЛИВЕН;СЛИВЕН;С.ГАВРАИЛОВО;"Основно училище "" Найден Геров """;2000136;29;33,69;29;12,3
СЛИВЕН;СЛИВЕН;С.ЖЕЛЮ ВОЙВОДА;"Основно училище ""Д-р Петър Берон""";2000138;17;18,5;18;23,28
СЛИВЕН;СЛИВЕН;С.ЗЛАТИ ВОЙВОДА;"Основно училище ""Братя Миладинови""";2000139;12;32,33;11;12,18
СЛИВЕН;СЛИВЕН;С.КАМЕН;"Основно училище ""Свети Свети Кирил и Методий""";2000141;17;16,74;17;23,93
СЛИВЕН;СЛИВЕН;С.КРУШАРЕ;"Обединено училище ""Черноризец Храбър""";2000142;26;19,58;26;27,04
СЛИВЕН;СЛИВЕН;С.САМУИЛОВО;"Основно училище ""Христо Ботев""";2000147;29;22,84;29;17,62
СЛИВЕН;СЛИВЕН;С.СЕЛИМИНОВО;"Основно училище ""Хаджи Димитър""";2000149;14;15,57;14;11,5
СЛИВЕН;СЛИВЕН;С.СОТИРЯ;"Основно училище ""Свети Паисий Хилендарски""";2000146;30;15,65;28;12,08
СЛИВЕН;СЛИВЕН;С.СТАРА РЕКА;"Основно училище ""Васил Левски""";2000148;8;20,5;8;13,91
СЛИВЕН;СЛИВЕН;С.ТОПОЛЧАНЕ;"Основно училище ""Свети Паисий Хилендарски""";2000150;41;15,84;39;11,39
СЛИВЕН;ТВЪРДИЦА;ГР.ТВЪРДИЦА;"Средно училище ""Неофит Рилски""";2000402;58;25,33;58;16,54
СЛИВЕН;ТВЪРДИЦА;ГР.ШИВАЧЕВО;"Средно училище ""Георги Алексиев Каравелов""";2000408;31;30,13;29;17,03
СЛИВЕН;ТВЪРДИЦА;С.БЯЛА ПАЛАНКА;"Основно училище ""Никола Йонков Вапцаров""";2000405;6;47,5;6;22,92
СЛИВЕН;ТВЪРДИЦА;С.СБОРИЩЕ;"Основно училище ""Никола Прокопиев""";2000407;14;17,29;13;22,85
СМОЛЯН;БАНИТЕ;С.БАНИТЕ;"Средно училище ""Христо Ботев""";2100201;17;57,32;17;63,62
СМОЛЯН;БАНИТЕ;С.ДАВИДКОВО;"Основно училище ""Св.Св. Кирил и Методий""";2100203;5;58,1;5;53,1
СМОЛЯН;БОРИНО;С.БОРИНО;"Средно училище ""Никола Йонков Вапцаров""";2100301;9;73,78;9;69,72
СМОЛЯН;БОРИНО;С.ЯГОДИНА;"Основно училище ""Отец Паисий""";2100303;5;64,6;5;53,8
СМОЛЯН;ДЕВИН;ГР.ДЕВИН;"Средно училище ""Христо Ботев""";2100401;42;61,7;42;38,96
СМОЛЯН;ДЕВИН;ГР.ДЕВИН;"Основно училище ""Св.Св.Кирил и Методий""";2100409;7;36,5;7;14,54
СМОЛЯН;ДЕВИН;С.ГРОХОТНО;"Основно училище ""Гео Милев""";2100405;3;64,17;3;19,5
СМОЛЯН;ДЕВИН;С.ГЬОВРЕН;"Основно училище ""Пейо Крачолов Яворов""";2100406;8;63,44;8;37,38
СМОЛЯН;ДЕВИН;С.ЛЯСКОВО;"Основно училище ""Христо Ботев""";2100407;3;58,17;3;33
СМОЛЯН;ДОСПАТ;ГР.ДОСПАТ;"Средно училище ""Димитър Благоев""";2101001;14;56,46;14;36,96
СМОЛЯН;ДОСПАТ;С.БАРУТИН;"Основно училище ""Никола Йонков Вапцаров""";2101005;10;45,55;10;40,73
СМОЛЯН;ДОСПАТ;С.БРЪЩЕН;"Основно училище "" Яне Сандански """;2101009;12;51,96;12;40
СМОЛЯН;ДОСПАТ;С.ЗМЕИЦА;"Основно училище ""Васил Левски""";2101003;5;32,9;5;20,8
СМОЛЯН;ДОСПАТ;С.КЪСАК;"Основно училище ""Христо Ботев""";2101004;10;48,55;10;42,95
СМОЛЯН;ДОСПАТ;С.ЛЮБЧА;"Основно училище ""Христо Ботев""";2101007;5;43,3;5;21,25
СМОЛЯН;ДОСПАТ;С.ЦРЪНЧА;"Основно училище "" Никола Йонков Вапцаров""";2101008;5;53,9;5;20,5
