"﻿""﻿Област""","Община","Населено място","Код по Админ","Училище","БЕЛ Брой","БЕЛ Ср.успех","МАТ Брой","МАТ Ср.успех","ИСТ Брой","ИСТ Ср.успех","ФА Брой","ФА Ср.успех","ГЕО Брой","ГЕО Ср.успех","ХООС Брой","ХООС Ср.успех","ФИЛ Брой","ФИЛ Ср.успех","БЗО Брой","БЗО Ср.успех","АЕ Брой","АЕ Ср.успех","РЕ Брой","РЕ Ср.успех","НЕ Брой","НЕ Ср.успех","ИспЕ Брой","ИспЕ Ср.успех","ФрЕ Брой","ФрЕ Ср.успех","ИтЕ Брой","ИтЕ Ср.успех"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","300 141","Частна профилирана гимназия   ""АК - Аркус"" ЕООД","29","5,16","4","3,93","1","5,68","0","0,00","0","0,00","1","3,90","2","4,71","1","6,00","19","5,13","0","0,00","1","4,59","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ВЕЛИКО ТЪРНОВО","ГР.ВЕЛИКО ТЪРНОВО","300 143","Спортно училище - гр. Велико Търново","34","3,54","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","2","5,69","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 222","Професионална гимназия по железопътен транспорт ""Никола Йонков Вапцаров""","19","3,10","0","0,00","0","0,00","0","0,00","3","2,92","1","2,70","1","3,28","9","3,06","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 219","Професионална гимназия по електротехника и електроника   ""Михайло Василиевич Ломоносов""","88","3,88","0","0,00","2","4,59","0","0,00","17","4,24","0","0,00","8","4,53","16","3,66","30","4,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 221","Професионална гимназия по лека промишленост и икономика ""Атанас Буров""","72","3,64","0","0,00","0","0,00","0","0,00","1","2,57","0","0,00","0","0,00","0","0,00","2","3,51","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 220","Професионална гимназия    по хранителни технологии ""Проф.д-р Асен Златаров""","51","3,10","0","0,00","1","2,48","0","0,00","13","3,04","0","0,00","0","0,00","41","3,17","3","3,71","2","3,03","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 218","Професионална техническа гимназия ""Васил Левски""","20","3,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","19","3,46","1","4,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 216","Средно  училище    ""Георги Измирлиев""","49","4,24","1","3,46","0","0,00","0","0,00","8","3,40","0","0,00","10","4,52","10","3,89","18","4,67","0","0,00","0","0,00","1","5,01","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ГОРНА ОРЯХОВИЦА","ГР.ГОРНА ОРЯХОВИЦА","300 217","Средно училище   ""Вичо Грънчаров""","31","4,46","0","0,00","0","0,00","0","0,00","8","3,71","0","0,00","1","3,98","6","5,22","17","5,11","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ЕЛЕНА","ГР.ЕЛЕНА","300 305","Средно училище   ""Иван Николов Момчилов""","36","4,03","0","0,00","3","4,30","0","0,00","6","4,19","0","0,00","3","4,55","5","4,89","5","4,37","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","300 405","Професионална гимназия по механизация   на селското стопанство ""Никола Златарски""","7","3,29","0","0,00","0","0,00","0","0,00","2","2,80","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ЗЛАТАРИЦА","ГР.ЗЛАТАРИЦА","300 404","Средно училище  ""Св. св. Кирил и Методий""","9","3,35","0","0,00","0","0,00","0","0,00","7","2,67","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ЛЯСКОВЕЦ","ГР.ЛЯСКОВЕЦ","300 507","Средно училище   ""Максим Райкович""","20","3,71","0","0,00","1","2,88","0","0,00","14","3,43","0","0,00","0","0,00","0","0,00","8","4,09","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","300 619","Професионална гимназия по аграрни   технологии ""Цанко Церковски""","41","3,69","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ПАВЛИКЕНИ","ГР.ПАВЛИКЕНИ","300 618","Средно училище ""Бачо Киро""","43","4,25","0","0,00","4","4,08","0","0,00","17","4,03","0","0,00","1","3,64","8","3,91","13","4,60","0","0,00","1","5,75","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","ПОЛСКИ ТРЪМБЕШ","ГР.ПОЛСКИ ТРЪМБЕШ","300 711","Средно  училище   ""Цанко Церковски""","48","3,57","0","0,00","3","2,89","0","0,00","24","3,35","0","0,00","6","4,02","4","4,80","4","5,26","0","0,00","1","5,18","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","300 817","Професионална държавна търговска гимназия   ""Димитър Хадживасилев""","68","4,00","0","0,00","0","0,00","0","0,00","2","3,85","0","0,00","8","4,11","17","4,02","15","4,48","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","300 819","Свищовска професионална гимназия   ""Алеко Константинов""","62","3,33","0","0,00","2","4,01","0","0,00","4","3,02","0","0,00","7","3,08","4","3,21","2","3,28","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","300 816","Средно училище ""Димитър  Благоев""","40","4,21","0","0,00","0","0,00","0","0,00","4","3,48","0","0,00","14","3,93","6","4,33","16","4,78","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","300 814","Средно училище   ""Цветан Радославов""","28","3,55","0","0,00","1","3,11","0","0,00","3","3,30","0","0,00","4","3,76","18","4,33","1","3,95","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СВИЩОВ","ГР.СВИЩОВ","300 815","Средно училище   ""Николай Катранов""","51","5,06","2","4,50","0","0,00","0","0,00","3","4,92","0","0,00","0","0,00","23","5,48","23","4,96","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","300 912","Професионална гимназия по транспорт   ""Васил Друмев""","16","2,94","0","0,00","1","2,31","0","0,00","3","3,28","0","0,00","0","0,00","7","2,88","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","ГР.СТРАЖИЦА","300 911","Средно училище ""Ангел Каралийчев""","24","3,42","0","0,00","0","0,00","0","0,00","20","4,18","0","0,00","0","0,00","3","3,15","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СТРАЖИЦА","С.КАМЕН","300 916","Средно училище ""Св. Климент Охридски""","0","0,00","0","0,00","0","0,00","0","0,00","2","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВЕЛИКО ТЪРНОВО","СУХИНДОЛ","ГР.СУХИНДОЛ","300 991","Средно   училище ""Св. Климент Охридски""","5","2,84","0","0,00","0","0,00","0","0,00","1","2,13","0","0,00","0","0,00","3","2,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","БЕЛОГРАДЧИК","ГР.БЕЛОГРАДЧИК","500 201","Средно училище   ""Христо  Ботев""","26","4,12","0","0,00","1","4,73","0","0,00","6","3,99","0","0,00","2","3,70","8","3,94","8","5,02","1","4,73","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","БРЕГОВО","ГР.БРЕГОВО","500 401","Средно училище     ""Св. Св. Кирил и Методий""","12","3,44","0","0,00","0","0,00","0","0,00","10","3,43","0","0,00","1","3,81","1","3,48","2","3,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","503 322","Гимназия с преподаване на чужди езици ""Йордан Радичков""","94","4,85","1","4,41","4","3,63","0","0,00","1","4,90","0","0,00","1","4,32","6","5,54","80","4,57","0","0,00","1","4,49","0","0,00","1","4,46","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","500 102","Профилирана природо–математическа гимназия   ""Екзарх Антим I""","101","4,53","24","5,03","11","4,56","1","4,43","12","3,51","0","0,00","2","5,13","21","4,90","30","4,39","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","502 035","Професионална  гимназия ""Проф. д-р Асен Златаров""","79","4,14","0","0,00","1","5,63","1","5,64","3","4,94","1","5,24","0","0,00","26","3,71","17","4,10","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","500 110","Професионална гимназия   по туризъм  ""Михалаки Георгиев""","62","3,44","0","0,00","0","0,00","0","0,00","8","3,26","0","0,00","0","0,00","13","3,70","5","3,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","500 108","Професионална техническа гимназия   ""Васил Левски""","10","3,57","0","0,00","0","0,00","0","0,00","1","3,31","0","0,00","0","0,00","1","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","503 241","Средно училище  ""Свети свети Кирил и Методий""","15","4,21","0","0,00","0","0,00","0","0,00","4","3,00","0","0,00","0","0,00","7","4,00","4","4,40","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","503 132","Средно училище     ""Цар Симеон Велики""","71","4,57","2","3,80","5","4,26","0","0,00","11","4,53","0","0,00","0","0,00","30","4,36","22","4,98","0","0,00","3","4,30","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ВИДИН","503 242","Средно училище  ""Петко Рачов Славейков""","16","3,56","0","0,00","0","0,00","0","0,00","3","3,68","0","0,00","0","0,00","10","3,25","5","4,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ВИДИН","ГР.ДУНАВЦИ","500 117","Професионална гимназия   по селско стопанство  ""Г.М.Димитров""","9","3,12","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","12","3,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ДИМОВО","ГР.ДИМОВО","500 103","Средно училище   ""Св. Св. Кирил и Методий""","5","3,24","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","3","3,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","ДИМОВО","С.АРЧАР","500 603","Средно училище ""Христо Ботев""","8","3,26","0","0,00","0","0,00","0","0,00","8","3,19","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","КУЛА","ГР.КУЛА","500 701","Средно училище ""Васил Левски""","15","4,24","0","0,00","0","0,00","0","0,00","2","2,59","0","0,00","0","0,00","2","5,48","1","4,87","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","НОВО СЕЛО","С.НОВО СЕЛО","500 901","Средно училище ""Свети Свети Кирил и Методий""","7","3,44","0","0,00","0","0,00","0","0,00","4","3,04","0","0,00","0","0,00","2","3,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","РУЖИНЦИ","С.ДРЕНОВЕЦ","501 003","Средно училище  ""Никола Йонков Вапцаров""","13","3,31","1","3,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","10","3,44","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВИДИН","РУЖИНЦИ","С.РУЖИНЦИ","501 010","Средно  училище    ""Никола  Й.  Вапцаров""","13","2,95","0","0,00","0","0,00","0","0,00","11","2,66","0","0,00","0","0,00","2","2,78","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БОРОВАН","С.БОРОВАН","603 004","Професионална гимназия   по транспорт ""Коста Петров""","28","3,08","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","1","2,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","603 026","Професионална агротехническа гимназия   ""Никола Йонков Вапцаров""","85","3,61","2","2,94","0","0,00","0","0,00","5","3,42","0","0,00","0","0,00","3","4,72","8","4,11","1","4,38","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","600 221","Професионална гимназия по облекло ""Елисавета Багряна""","30","3,13","0","0,00","0","0,00","0","0,00","2","3,27","0","0,00","14","3,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БЯЛА СЛАТИНА","ГР.БЯЛА СЛАТИНА","603 024","Средно  училище   ""Васил Левски""","36","4,52","4","4,73","8","5,32","0","0,00","9","4,21","0","0,00","4","4,73","6","5,56","6","4,29","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАБАРЕ","602 022","Средно училище   ""Христо Ботев""","13","3,50","0","0,00","0","0,00","0","0,00","12","2,85","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","БЯЛА СЛАТИНА","С.ГАЛИЧЕ","603 025","Средно  училище     ""Христо Ботев""","13","3,69","0","0,00","2","3,75","0","0,00","9","3,38","0","0,00","0","0,00","1","4,73","1","4,81","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","600 061","Профилирана езикова гимназия ""Йоан Екзарх""","86","4,32","1","5,84","0","0,00","0","0,00","27","3,95","0","0,00","19","4,60","6","4,77","30","4,91","1","5,07","0","0,00","2","4,69","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","602 062","Профилирана природо-математическа гимназия ""Академик Иван Ценов""","177","4,82","31","5,09","5","5,19","3","5,71","10","4,93","2","5,30","36","4,60","34","5,60","55","4,92","0","0,00","1","5,07","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 067","Професионална гимназия по    търговия и ресторантьорство","61","3,64","0","0,00","1","2,66","0","0,00","2","3,11","0","0,00","3","3,56","4","4,35","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 065","Професионална техническа гимназия   ""Н. Й. Вапцаров""","74","3,41","0","0,00","0","0,00","0","0,00","8","3,52","0","0,00","5","3,76","21","3,73","4","4,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","608 060","Спортно училище  ""Св.Климент Охридски""","15","3,19","0","0,00","0","0,00","0","0,00","5","3,21","0","0,00","1","3,59","9","3,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","600 327","Средно училище  ""Козма Тричков""","50","3,91","1","3,13","5","3,83","0","0,00","1","4,07","0","0,00","26","4,05","5","4,56","11","3,91","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 059","Средно училище    ""Васил Кънчов""","39","3,98","1","4,43","0","0,00","0","0,00","7","3,79","0","0,00","10","3,65","16","4,19","5","3,63","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 057","Средно  училище  ""Отец Паисий""","40","3,91","0","0,00","2","3,54","0","0,00","10","3,98","0","0,00","15","4,10","7","4,36","6","3,98","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 058","Средно училище ""Христо Ботев""","99","4,53","0","0,00","4","4,26","0","0,00","8","4,08","0","0,00","39","4,89","26","4,97","22","4,64","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 071","Професионална гимназия   ""Димитраки Хаджитошин""","6","3,05","0","0,00","0","0,00","0","0,00","3","2,87","0","0,00","3","3,27","0","0,00","1","2,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 070","Средно  училище    ""Никола Войводов""","26","3,93","0","0,00","0","0,00","0","0,00","5","3,94","0","0,00","11","3,98","8","4,05","2","5,36","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ВРАЦА","ГР.ВРАЦА","603 140","Средно училище  ""Мито Орозов""","2","4,40","0","0,00","0","0,00","0","0,00","2","4,33","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","603 078","Професионална гимназия по ядрена енергетика ""Игор Курчатов""","71","3,57","0","0,00","0","0,00","0","0,00","1","2,75","0","0,00","1","4,26","9","3,23","9","4,58","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","603 077","Средно училище  ""Св. св. Кирил и Методий""","53","5,22","14","5,26","4","4,99","5","5,24","3","4,08","0","0,00","2","5,02","1","5,07","24","4,89","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","КОЗЛОДУЙ","ГР.КОЗЛОДУЙ","603 076","Средно  училище  ""Христо Ботев""","50","4,13","2","4,72","1","4,24","0","0,00","4","3,35","1","4,07","24","4,29","4","5,39","13","4,25","1","5,86","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","КОЗЛОДУЙ","С.БУТАН","602 073","Средно училище ""Св. Св. Кирил и Методий""","27","2,91","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","КРИВОДОЛ","ГР.КРИВОДОЛ","603 087","Средно  училище  ""Св. св. Кирил и Методий""","15","3,22","0","0,00","0","0,00","0","0,00","3","3,19","0","0,00","1","3,76","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","603 101","Професионална гимназия по механизация на селското стопанство","23","3,14","0","0,00","0","0,00","0","0,00","23","3,19","0","0,00","0","0,00","1","2,84","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","603 100","Професионална гимназия   ""Алеко Константинов""","15","3,38","0","0,00","0","0,00","0","0,00","2","2,73","0","0,00","0","0,00","2","2,57","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","МЕЗДРА","ГР.МЕЗДРА","603 098","Средно училище  ""Иван Вазов""","43","3,93","0","0,00","0","0,00","0","0,00","20","3,32","0","0,00","3","4,32","2","4,16","19","4,13","0","0,00","0","0,00","1","4,38","0","0,00","0","0,00"
"ВРАЦА","МЕЗДРА","С.ЗВЕРИНО","603 099","Средно училище   ""Свети Климент Охридски""","22","3,81","0","0,00","0","0,00","0","0,00","20","4,53","0","0,00","1","5,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","МИЗИЯ","ГР.МИЗИЯ","603 108","Професионална гимназия по химични технологии ""Васил Левски""","29","3,60","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ОРЯХОВО","ГР.ОРЯХОВО","603 116","Средно  училище  ""Христо Ботев""","32","3,62","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","РОМАН","ГР.РОМАН","603 123","Средно училище   ""Васил Левски""","19","3,94","2","5,21","0","0,00","0","0,00","14","4,30","0","0,00","0","0,00","2","5,18","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","РОМАН","С.КУНИНО","2 902 507","Професионална гимназия по каменообработване","10","2,91","0","0,00","0","0,00","0","0,00","2","2,47","0","0,00","0","0,00","0","0,00","1","3,41","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ВРАЦА","ХАЙРЕДИН","С.ХАЙРЕДИН","603 130","Средно  училище   ""Васил  Воденичарски""","15","3,06","0","0,00","0","0,00","0","0,00","4","3,30","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 115","НАЦИОНАЛНА АПРИЛОВСКА ГИМНАЗИЯ","122","5,04","10","4,73","11","4,60","1","4,07","2","4,32","1","5,58","10","4,36","11","5,17","64","5,00","0","0,00","11","5,48","1","5,79","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 116","Природоматематическа гимназия    ""Академик Иван Гюзелев""","101","4,81","20","5,05","3","5,10","4","5,71","3","4,09","2","6,00","2","4,44","16","5,31","50","4,70","1","4,98","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 120","Професионална гимназия по туризъм ""Пенчо Семов""","72","3,76","1","2,79","2","3,43","0","0,00","8","3,10","0","0,00","19","3,97","7","4,31","8","4,65","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 118","ПРОФЕСИОНАЛНА ТЕХНИЧЕСКА ГИМНАЗИЯ  ""Д-р Никола Василиади""","100","3,71","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","33","3,85","34","3,81","30","4,66","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 113","Средно училище ""Отец Паисий""","27","3,49","0","0,00","1","2,79","0","0,00","0","0,00","3","4,75","6","3,91","3","3,69","3","3,22","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ГАБРОВО","ГР.ГАБРОВО","700 114","Средно училище   ""Райчо Каролев""","12","3,18","0","0,00","0","0,00","0","0,00","1","4,18","0","0,00","5","3,49","5","3,17","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","700 205","ПРОФЕСИОНАЛНА ГИМНАЗИЯ    ПО  ИКОНОМИКА  ""РАЧО СТОЯНОВ""","19","3,26","0","0,00","1","3,06","0","0,00","3","2,80","0","0,00","2","3,02","0","0,00","2","3,99","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ДРЯНОВО","ГР.ДРЯНОВО","700 204","Средно  училище  ""Максим Райкович""","11","3,99","0","0,00","0","0,00","0","0,00","4","3,71","0","0,00","4","3,83","0","0,00","3","4,59","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 323","Професионална гимназия по механоелектротехника ""Ген.Иван Бъчваров""","69","3,43","0","0,00","0","0,00","0","0,00","5","3,43","0","0,00","2","4,21","46","3,62","15","3,98","0","0,00","1","4,67","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 318","Средно училище ""Васил Левски""","60","4,66","5","5,03","0","0,00","0","0,00","2","4,68","0","0,00","2","5,16","24","4,27","25","4,89","0","0,00","2","4,90","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","СЕВЛИЕВО","ГР.СЕВЛИЕВО","700 330","Професионална гимназия ""Марин Попов""","20","3,11","0","0,00","0","0,00","0","0,00","23","2,90","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","СЕВЛИЕВО","С.ГРАДНИЦА","700 320","Професионална гимназия по  транспорт и машиностроене","47","3,04","0","0,00","1","2,40","0","0,00","2","2,71","0","0,00","0","0,00","41","3,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","700 403","Средно училище ""Петко Рачев Славейков""","27","4,25","0","0,00","1","3,78","0","0,00","2","4,03","0","0,00","13","4,10","1","4,61","10","4,99","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ГАБРОВО","ТРЯВНА","ГР.ТРЯВНА","2 902 503","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ  ИЗКУСТВА    ""ТРЕВНЕНСКА ШКОЛА""","17","4,16","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","БАЛЧИК","ГР.БАЛЧИК","800 061","Средно училище   ""Христо Ботев""","48","3,82","2","4,55","0","0,00","1","5,74","1","4,15","0","0,00","0","0,00","12","3,89","18","4,23","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
"ДОБРИЧ","БАЛЧИК","С.ОБРОЧИЩЕ","800 065","Средно   училище   ""Христо Смирненски""","14","3,52","0","0,00","0","0,00","0","0,00","1","2,26","0","0,00","0","0,00","1","3,34","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00","0","0,00"
